20191022,OPTION YEAR FOR SPECIAL STAINER INSTRUMENTATION, ASSOCIATED REAGENTS, SERVICE, AND MAINTENANCE,DEPARTMENT OF VETERANS AFFAIRS (VA),88100.0
20201027,AGILENT 4200 TAPESTATION SYSTEM,ENVIRONMENTAL PROTECTION AGENCY (EPA),33406.71
20201027,AGILENT CROSSLAB SILVER SERVICE OF A SERVICE AGREEMENT FOR THE AGILENT CROSSLAB SILVER SERVICE CONTRACT. THIS SERVICE AGREEMENT IS NEEDED TO ENSURE THAT THE EQUIPMENT IS OPERATING AT OPTIMUM PERFORMANCE AND MAINTAINED IN A CONTINUAL WORKING CONDITION,ENVIRONMENTAL PROTECTION AGENCY (EPA),7936.47
20201029,ANNUAL MAINTENANCE FOR 2021W/OPTION PERIODS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),23946.48
20201029,CSC CHEMISTS REQUIRES SINGLE QUAD MASS SPECTROMETER IN ORDER TO TO REPLACE OUR OLD SINGLE QUAD MS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),103419.09
20201029,AGILENT TECHNOLOGIES - GCMS 5975 TURBO SYSTEM, CROSSLAB BRONZE (GOV'T AND ACADEMIA), ITEM #: GCMS-03A26 (INSTALLMENT #1-4),DEPARTMENT OF AGRICULTURE (USDA),4839.48
20201030,ANNUAL OPERATIONAL QUALIFICATION (OQ) AND PREVENTATIVE MAINTENANCE (PM) SERVICE (21-000095),DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),27377.52
20201030,CROSSLAB SILVER SERVICE AGREEMENT MICROARRAY SCANNER SERVICE CONTRACT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),12692.04
20201030,BLANKET PURCHASE AGREEMENT FOR ULTRA HIGH PRESSURE LIQUID CHROMATOGRAPHY (UHPLC) SYSTEMS,DEPARTMENT OF JUSTICE (DOJ),0.0
20201103,THIS REQUIREMENT IS TO PURCHASE ANALYTICAL EQUIPMENT FOR THE REGION 5 LABORATORY.,ENVIRONMENTAL PROTECTION AGENCY (EPA),96121.33
20201109,BIOLOGICAL AND REAGENT MATERIAL,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),16260.0
20201113,CROSSLAB GOLD SERVICE AGREEMENT FOR LCMS 6490 QQQ AND LC COMPONENTS.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),44655.72
20201113,AGILENT - INSTRUMENT REPAIR DEA 360849 REPAIR OF INSTRUMENT GCMS -DEA 360849 LOCATED IN HIVE.,DEPARTMENT OF JUSTICE (DOJ),6271.0
20201119,MAINTENANCE/SERVICE AGREEMENT WITH AGILENT FOR AGILENT GAS CHROMATOGRAPH TRIPLE QUAD SYSTEM.,ENVIRONMENTAL PROTECTION AGENCY (EPA),14238.96
20201119,CONSULTING ON BONOMO AGILENT,DEPARTMENT OF VETERANS AFFAIRS (VA),3102.43
20201119,TO PROVIDE FULL SERVICE MAINTENANCE, REPAIR, SUPPORT AND CALIBRATION FOR 309 MAINTEANCE SUPPORT GROUP ON THE AGILENT GAS CHROMATOGRAPH/ MASS SPECTROMETER. LOCATION: HILL AIR FORCE BASE, UTAH,DEPARTMENT OF DEFENSE (DOD),25797.24
20201119,SERVICE AGREEMENT LC-60896 LCMS 6470 QQQ SYSTEM CROSSLAB SILVER,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),24396.12
20201125,ATOMIC ABSORPTION SYSTEM WINDOWS UPGRADE,DEPARTMENT OF DEFENSE (DOD),4631.3
20201125,SERVICE AGREEMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),20850.6
20201130,SERVICE CONTRACT FOR ANALYTICAL LCMS UNIT #3,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7082.52
20201201,TURBO SERVICE SILVER PLAN JESSE BROWN VA,DEPARTMENT OF VETERANS AFFAIRS (VA),7708.48
20201201,BIOCHEMISTRY CORE REQUIRES MAINTENANCE SERVICE CONTRACT (CROSSLAB BRONZE) IN ORDER TO MAINTENANCE OF TWO LC/MS SYSTEMS.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),45916.2
20201202,AGILENT TECHNOLOGIES INC:1109692 [21-002269],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17982.0
20201204,QTOF INSTRUMENT SERVICE AGREEMENT.,DEPARTMENT OF AGRICULTURE (USDA),32528.16
20201204,OPERATIONS AND MAINTENANCE OF EQUIPMENT REPAIR OF DEA844380   GC/MS,DEPARTMENT OF JUSTICE (DOJ),11254.0
20201208,DRUGS AND BIOLOGICALS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),16259.0
20201210,AGILENT SERVICE AGREEMENT FOR THE LC/QTOF. SERVICE DESCRIPTION: CROSSLAB SILVER. SYSTEM HANDLE: SSUF-303790652,ENVIRONMENTAL PROTECTION AGENCY (EPA),45898.08
20201211,FEMTO PLUSE SYSTEM SERIAL NUMBER F12201 CROSSLAB SILVER CONTRACT,DEPARTMENT OF AGRICULTURE (USDA),11840.64
20201216,SERVICE CONTRACT FOR A SEAHORSE XFE24 ANALYZER.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),11944.8
20201217,AGILENT TECHNOLOGIES INC:1109692 [21-003269],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),10962.24
20201218,N4215803299538 TOTAL ORGANIC COMPOUND,DEPARTMENT OF DEFENSE (DOD),59.5
20201218,REPAIR OF ANALYTICAL INSTRUMENT LCMS DEA294208 USED BY DIVERSION AND NON DIVERSION FEE FUNDED CHEMISTS IN THE ANALYSIS OF NARCOTICS AT THE NEL.  QUOTE: 3000468298,DEPARTMENT OF JUSTICE (DOJ),17017.0
20201222,JF1 - FUNDING,DEPARTMENT OF DEFENSE (DOD),11818.79
20201222,1260 INFINITY II QUATERNARY PUMP VL HPLC SYSTEM,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),34990.28
20201229,G7167A,DEPARTMENT OF DEFENSE (DOD),60236.2
20210106,AGILENT CROSSLAB BRONZE EXTENDED WARRANTYTHIS REQUEST IS FOR THE CONTINUATION OF SERVICE PROVIDED ON CONTRACT# AG-32SD-D-16-0027 FOR THE GCMS 5975 TURBO SYSTEM AND A NEW CROSSLAB BRONZE EXTENDED WARRANTY AND PREVENTATIVE MAINTENANCE PACKAGE,DEPARTMENT OF AGRICULTURE (USDA),7389.84
20210107,DELIVERY OF SPECIALS STAINS,DEPARTMENT OF VETERANS AFFAIRS (VA),55454.1
20210107,8507886639!SYRINGE AND NEEDLE,DEPARTMENT OF DEFENSE (DOD),102.62
20210112,REPAIR OF AGILENT GCMS SYSTEM INCLUDING PARTS/LABOR. SYSTEM SUPPORTS HSP GROUP AND RESEARCH.,DEPARTMENT OF JUSTICE (DOJ),12850.0
20210114,ANNUAL MAINTENANCE,DEPARTMENT OF DEFENSE (DOD),20027.54
20210119,ARTISAN LINK PRO STAINERS,DEPARTMENT OF DEFENSE (DOD),3081.0
20210120,SERVICE AGREEMENT FOR LABORATORY EQUIPMENT.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17287.2
20210121,AGILENT TECHNOLOGIES INC:1109692 [21-001693]PLEASE SEND PO TO AGREEMENTS_LFSSUPPORT@AGILENT.COM; CROSSLAB SILVER MAINTENANCE; POP 2/1/2020-1/31/2021; SYSTEM HANDLE# SSUF-303797861, MODEL# - LC 1260; GSA GS07F0564X; SYSTEM HANDLE SSUF-30477056,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),11633.64
20210126,AGILENT MASS SPECTROMETER EQUIPMENT MAINTENANCE FOR THE HINES VHA,DEPARTMENT OF VETERANS AFFAIRS (VA),54691.2
20210126,AGILET 7900 ICP-MS,DEPARTMENT OF DEFENSE (DOD),260223.4
20210126,6973GH-19-D-00018, FUNDING PROVIDED FOR OPTION YEAR 2 OF SERVICE CONTRACT.,DEPARTMENT OF TRANSPORTATION (DOT),29616.96
20210127,ARTISAN LINK PRO STAINERS,DEPARTMENT OF DEFENSE (DOD),5920.07
20210127,REPAIR OF GC/MS UTILIZED FOR ANALYSIS OF ENFORCEMENT EXHIBITS. COMMUNICATION FAILURE BETWEEN PC AND MS.,DEPARTMENT OF JUSTICE (DOJ),6162.0
20210128,MAINTENANCE AGREEMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),24985.8
20210128,PURCHASE OF INSTRUMENT: AGILENT 8890 GC SYSTEM 7000C QUADROPOLE MS/MS EI FOR PAYLOAD OF FUTURE LIFE-INDICATOR-DETECTION MISSIONS TO MARS OR ASTROBIOLOGY MISSIONS TO THE MOON.,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),129646.99
20210201,THIS TASK ORDER IS FOR PREVENTATIVE MAINTENANCE & REPAIR  OF AGILENT ANALYTICAL EQUIPMENT.,DEPARTMENT OF DEFENSE (DOD),18774.72
20210201,CROSSLAB SILVER - EXTENDED,DEPARTMENT OF AGRICULTURE (USDA),34768.44
20210201,MAINTENANCE AGREEMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),12295.2
20210203,LC-MS REPAIR,DEPARTMENT OF JUSTICE (DOJ),0.0
20210211,6495 TRIPLE QUADRUPOLE LC/MS SYSTEM. INCLUDES: 6495 LC/TQ, WORKSTATION PC AND MASSHUNTER SW WITH 2 DATA ANALYSIS LICENSES, INSTALLATION + FAMILIARIZATION TRAINING, AND 1Y SW UPGRADE/PHONE ASSIST.,ENVIRONMENTAL PROTECTION AGENCY (EPA),397313.23
20210211,PAL3 RTC 120 AUTOSAMPLER BUNDLE,DEPARTMENT OF AGRICULTURE (USDA),79219.29
20210212,GC/MS POWER SUPPLY REPLACEMENT MODEL G2579A SERIAL NUMBER US10462160,DEPARTMENT OF AGRICULTURE (USDA),4365.0
20210217,GM-73042 CROSSLAB BRONZE,DEPARTMENT OF DEFENSE (DOD),91190.4
20210217,SERVICE AGREEMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),9803.52
20210217,NOVOSAMPLER PRO & MAINTENANCE,DEPARTMENT OF VETERANS AFFAIRS (VA),19878.95
20210218,SPECIAL STAINING,DEPARTMENT OF VETERANS AFFAIRS (VA),0.0
20210218,AGILENT 4300 HANDHELD FTIR SPECTROSCOPY U437040,DEPARTMENT OF DEFENSE (DOD),71456.93
20210218,RNA/DNA REAGENTS AND SUPPLIES,DEPARTMENT OF VETERANS AFFAIRS (VA),11938.29
20210218,AGILENT 7000C GC/MS TRIPLE QUAD (S/N: US1345T102),DEPARTMENT OF AGRICULTURE (USDA),95116.0
20210218,MAINTENANCE CONTRACT CROSSLAB SILVER POP:02/18/2021 - 02/17/2022,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),12692.04
20210218,LC-MS REPAIR,DEPARTMENT OF JUSTICE (DOJ),10414.0
20210219,SPECIAL STAINING,DEPARTMENT OF VETERANS AFFAIRS (VA),57703.0
20210219,SERVICE MAINTENANCE AGREEMENT FOR MICROARRAY SCANNER SYSTEM,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),12692.04
20210225,MAINTENANCE AGREEMENT ON THE AGILENT LC TRIPLE QUAD MASS SPECTROMETER INSTRUMENT.,ENVIRONMENTAL PROTECTION AGENCY (EPA),20718.36
20210301,SERVICE CONTRACT FOR THE XFE96 ANALYZER, CROSSLAB SILVER CUSTOMER SUPPORT PLAN.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17960.4
20210301,AGILENT TECHNOLOGIES - INSTRUMENT REPAIRS,DEPARTMENT OF JUSTICE (DOJ),0.0
20210301,CLINICAL LABORATORY IMMUNOHISTOCHEMISTRY STAINER,DEPARTMENT OF VETERANS AFFAIRS (VA),0.0
20210302,TO PROVIDE REPAIR AND MAINTENANCE OF THE AGILENT INSTRUMENTS.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),15289.08
20210302,PROCUREMENT OF A REAL TIME CELL ANALYSIS SYSTEM (XCELLIGENCE),DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),112459.82
20210303,1260 INFINITY II QUATERNARY PUMP VL,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),92393.42
20210309,PREVENTIVE MAINTENANCE AND REPAIR SERVICE FOR AGILENT 7800 SERIES ICP-MS INSTRUMENT SYSTEM,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17049.12
20210310,NICHD - ONE-YEAR PREVENTATIVE MAINTENANCE AGREEMENT FOR A FLOW CYTOMETER INSTRUMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),13248.0
20210311,AGILENT 5973 GCMS MAINTENANCE,DEPARTMENT OF DEFENSE (DOD),9996.21
20210311,SCIENTIFIC LABORATORY EQUIPMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),24998.51
20210311,AGILENT BIOANALYZER,DEPARTMENT OF VETERANS AFFAIRS (VA),55506.6
20210312,AN AGILENT INSTRUMENT REPAIR TECHNICIAN RECOMMENDED REPLACING THE INLET AND THE INLET CAP DUE TO ACTIVE SITES AFTER LOOKING AT THE INSTRUMENT. THIS IS AN ENFORCEMENT MPP GC/MS DEA741832 INSTRUMENT.,DEPARTMENT OF JUSTICE (DOJ),3525.0
20210312,SERVICE AGREEMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17988.0
20210312,RELOCATION OF AGILENT MASS SPECTROMETERS DURING DLM RENOVATION.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),16984.13
20210315,GAS CHROMATOGRAPH TRIPLE QUADRUPLE MASS SPECTROMETERS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),973013.1
20210317,ICP-OES ELEMENTAL ANALYZER.,DEPARTMENT OF AGRICULTURE (USDA),88709.97
20210318,CROSSLAB BRONZE SERVICE,DEPARTMENT OF DEFENSE (DOD),14253.24
20210318,LABORATORY EQUIPMENT PURCHASE,DEPARTMENT OF JUSTICE (DOJ),68405.11
20210324,HISTOLOGY REAGENTS,DEPARTMENT OF VETERANS AFFAIRS (VA),92000.0
20210325,ANNUAL MAINTENANCE CONTRACT FOR THE AGILENT GC 6890N SYSTEM AND GCMS 5973 TURBO SYSTEM PERIOD OF COVERAGE:  04/28/2021-04/27/2022,DEPARTMENT OF AGRICULTURE (USDA),14015.04
20210326,CROSSLAB BRONZE SERVICE CONTRACT,DEPARTMENT OF AGRICULTURE (USDA),12980.48
20210330,AGILENT 1260 INFINITY II PRIME QUATERNARY SYSTEM OR EQUIVALENT,DEPARTMENT OF AGRICULTURE (USDA),43197.88
20210331,CROSSLAB BRONZE AND THE CROSS LAB PREVENTATIVE MAINTENANCE SERVICE PLANS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),10531.28
20210331,1260 INFINITY BINARY PUMP,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),63697.35
20210401,AGILENT - GAS CLEAN FILTER ITEMS NEED FOR EVIDENCE ANALYSIS AND INSTRUMENTATION MAINTENANCE.,DEPARTMENT OF JUSTICE (DOJ),936.54
20210402,CROSSLAB BRONZE SERVICE AGREEMENT FOR THE 5200 FRAGMENT ANALYZER S/N 3065. (1368),DEPARTMENT OF AGRICULTURE (USDA),6230.4
20210404,N4215810119530 CARBON,DEPARTMENT OF DEFENSE (DOD),62.5
20210405,AGILENT QTOF/TRIPLE QUAD MAINTENANCE,DEPARTMENT OF THE INTERIOR (DOI),61995.84
20210405,ATTN: DAKOTA ALLEN//AGILENT TECHNOLOGIES TAPE STATION SYSTEM,DEPARTMENT OF AGRICULTURE (USDA),32319.9
20210406,INFINITY II HPLC SYSTEM AGILENT TECHNOLOGIES INFINITY BINARY PUMP,DEPARTMENT OF AGRICULTURE (USDA),62204.92
20210406,SERVICE MAINTENANCE FOR DIAGNOSTIC OMNIS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),16740.0
20210412,AGILENT TECHNOLOGIES INC:1109692 [21-005755],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),43193.13
20210412,MAINTENANCE AGREEMENT ON THE MASS SPECTROMETER (MS) PORTION OF THE AGILENT GAS CHROMATOGRAPH/MASS SPECTROMETER (GCMS) LABORATORY INSTRUMENTATION,ENVIRONMENTAL PROTECTION AGENCY (EPA),5874.24
20210413,AGILENT TECHNOLOGIES INC:1109692 [21-005752],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),22622.64
20210413,THE DIVISION OF PRODUCT QUALITY RESEARCH IN FDA REQUIRES THREE (3) DISSOLUTION APPARATUS SYSTEMS TO INCLUDE ONE (1) SAMPLING UNIT, HANDHELD TEMPERATURE PROBE, 1L VESSELS, INTERCHANGEABLE PADDLE AND BASKET SHAFTS, BASKETS, EVAPORATION COVERS, AND ACCE,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),96929.4
20210419,PROCUREMENT OF AN AGILENT FRAGMENT ANALYZER 5300-,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),63921.6
20210420,ARTISAN LINK PRO STAINERS,DEPARTMENT OF DEFENSE (DOD),10997.39
20210420,THIS FIRM FIXED PRICE PURCHASE ORDER IS AWARDED FOR NOVOCYTE 3 LASER INSTRUMENT AND SAMPLER AND SERVICES TO AGILENT TECHNOLOGIES INC:1109692 IN THE AMOUNT OF $13,248.00,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),13248.0
20210420,AGILENT TECHNOLOGIES INC:1109692 [21-001024],DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),24937.2
20210423,EQUIPMENT SERVICE PLAN,DEPARTMENT OF DEFENSE (DOD),7743.96
20210423,REPAIR REQUIRED FOR INSTRUMENT USED FOR COCAINE SIGNATURE PROGRAM ANALYSIS. IN-HOUSE TROUBLESHOOTING HAS NOT BEEN SUCCESSFUL AND A SPECIALIZED TECHNICIAN IS NEEDED.,DEPARTMENT OF JUSTICE (DOJ),3164.0
20210428,SERVICE AGREEMENT ON SEAHORSE XFE96 ANALYZER, S/N 411017,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),17960.4
20210429,AGILENT 8890 GAS CHROMATOGRAPH,DEPARTMENT OF JUSTICE (DOJ),113621.01
20210429,AGILENT - INSTRUMENTS REPAIR - DEA360858 SERVICE NEEDED TO REPAIR NMR.,DEPARTMENT OF JUSTICE (DOJ),14175.0
20210430,NIH NHLBI DUNBAR LAB REQUIRES AGILENT SURESELECT XT HS SEQUENCING PROBES AND KITS (SOLE SOURCE)  IN ORDER TO SEQUENCE COVID PATIENTS FOR ARCH MUTATIONS.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),12036.15
20210430,MAINTENANCE SERVICE PLAN FOR AGILENT TECHNOLOGIES 6224 TIME-OF-FLIGHT MASS SPECTROMETER,DEPARTMENT OF THE INTERIOR (DOI),30993.48
20210503,OPERATIONS AND MAINTENANCE OF EQUIPMENT REPAIR OF DEA361883   NMR,DEPARTMENT OF JUSTICE (DOJ),3952.0
20210503,OMNIS IHC STAINER,DEPARTMENT OF VETERANS AFFAIRS (VA),137000.0
20210504,GC/MS/MS INSTRUMENT,ENVIRONMENTAL PROTECTION AGENCY (EPA),172230.48
20210504,PERFORM PREVENTIVE MAINTENANCE, REPAIR, AND SERVICE ON A KEY ANALYTICAL INSTRUMENT (GCMS) MODEL # SYS-GM-5977T IN A SCIENTIFIC LAB.,DEPARTMENT OF AGRICULTURE (USDA),4458.0
20210505,MASSSPEC SERVICE CONTRACT (IR4),DEPARTMENT OF AGRICULTURE (USDA),24237.36
20210505,NIH NHLBI LAB RESEARCHER, HEATHER TEAGUE REQUIRES AGILENT GC 8890 IN ORDER TO CHARACTERIZE FATTY ACID PROFILE OF IMMUNE CELLS IN PSORIASIS.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),35141.08
20210506,REPAIR OF THE LCMS-QTOF INSTRUMENT  DUNS #195823570 TAX ID #770518772 QUOTE #3000501934,DEPARTMENT OF JUSTICE (DOJ),21945.0
20210507,SPECTROMETER, ACCESSORIES AND TRAINING,DEPARTMENT OF AGRICULTURE (USDA),71701.1
20210510,MANUFACTURING FOR PROCESS MONITORING- HPLC UPGRADES/ AGILENT TRADE-IN AND PREVENTATIVE MAINTENANCE (PM) WITH OPTION YEARS.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),733538.55
20210511,THILMONY LAB WOULD LIKE TO ACQUIRE AN AMPLIFIER FROM FISHER FOR NEW RESEARCH.,DEPARTMENT OF AGRICULTURE (USDA),24855.3
20210512,BIOLOGICALS AND REAGENTS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),13097.5
20210513,OPENLAB WORKSTATION.,DEPARTMENT OF JUSTICE (DOJ),35167.04
20210513,SVC AGREEMENT FOR GAS CHROMATOGRAPH-MASS SPECTROMETRY EQUIPMENT,DEPARTMENT OF AGRICULTURE (USDA),6438.6
20210513,MAINTENANCE CONTRACTS FOR EQUIPMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),18586.8
20210513,SERVICE CONTRACT FOR CONTINUED MAINTENANCE OF XFE24 FLUX ANALYZE,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),12366.0
20210514,P/N:1000,DEPARTMENT OF DEFENSE (DOD),4119.0
20210514,GCMS SERVICE CONTRACT (12 MONTHS) PERIOD OF PERFORMANCE:  07/01/2021-06/30/2022,DEPARTMENT OF AGRICULTURE (USDA),7982.16
20210514,2100 BIOANALYZER,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),22594.4
20210517,AGILENT GCMS MAINTENANCE,DEPARTMENT OF DEFENSE (DOD),17771.92
20210521,BIOLOGICALS AND REAGENTS,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),13097.5
20210521,ANNUAL MAINTENANCE AGREEMENT FOR AGILENT 400 MHZ NMR SPECTROMETER (NMR400-SN41271), POP 05/21/2021 - 05/20/2022.,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),37756.8
20210524,SERVICE CONTRACT ICP-OES 5100/5110 SYSTEM MODEL DESCRIPTION:  ICP-OES 5100/5110 SYSTEM: SERVICE DESCRIPTION:  CROSSLAB SILVER SERIAL#6B1711124 NEW-WATER CHILLER 115V 60HZ SERIAL#MY17060013 AGILENT 5110 VDV ICP-OES SPECTROMETER SERIAL#AU16401982 S,DEPARTMENT OF AGRICULTURE (USDA),8449.56
20210524,4200 TAPESTATION SYSTEM G2991BA,DEPARTMENT OF AGRICULTURE (USDA),43139.2
20210525,AGILENT 6495 TRIPLE QUADRUPOLE LC/MS SYSTEM,DEPARTMENT OF DEFENSE (DOD),496250.83
20210525,AGILENT G7010BA 7000D QUADRUPOLE MS/MS EI BUNDLE,DEPARTMENT OF DEFENSE (DOD),454984.7
20210525,GCMS 5975 TURBO SYSTEM PERIOD 05/27/2021 - 5/26/2022,DEPARTMENT OF AGRICULTURE (USDA),7770.48
20210525,SERVICE REPAIR AGREEMENT WITH AGILIENT FOR LAB EQUIPMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7479.92
20210528,THE PURPOSE OF THIS PROCUREMENT IS TO PURCHASE A WARRANTY COVERAGE PLAN FOR THE ICP (PLASMA OPTICAL EMISSION SPECTROMETER),DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),11518.92
20210528,HPLC CROSSLAB BRONZE SERVICE AND PREVENTIVE MAINTENANCE, BASE YEAR + 4 OPTION YEARS (06/01/2021-05/31/2026) BASE YEAR:     06/01/2021-05/31/2022 OPTION YEAR 1: 06/01/2022-05/31/2023 OPTION YEAR 2: 06/01/2023-05/31/2024        OPTION YEAR 3: 06/01,DEPARTMENT OF AGRICULTURE (USDA),6247.5
20210601,OPENLAB WORKSTATION.,DEPARTMENT OF JUSTICE (DOJ),35167.04
20210602,BIOANALYZER 2100, SN:DE04103993/SN:DE04103638 AGILENT MFR.,DEPARTMENT OF DEFENSE (DOD),4286.64
20210602,TWO LIQUID CHROMATOGRAPHY/TANDEM MASS SPECTROMETRY (LC/MS/MS) ANALYTICAL SYSTEMS AND A NITROGEN GENERATOR FOR THE EPA REGION 9 LABORATORY WITH OPTIONS FOR TWO ADDITIONAL LCMSMS SYSTEMS AND TWO NITROGEN GENERATORS.,ENVIRONMENTAL PROTECTION AGENCY (EPA),484956.6
20210603,AGILENT SPECIAL STAINS REAGENTS,DEPARTMENT OF DEFENSE (DOD),100000.0
20210604,MAINTENANCE AGREEMENT ON LCMS SINGLE QUAD INSTRUMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),14114.25
20210604,REPAIR OF MASS SPECTROMETER,DEPARTMENT OF AGRICULTURE (USDA),8278.44
20210608,CROSSLAB SILVER, CROSSLAB BRONZE MAINTENANCE OF AGILENT EQUIPMENT,DEPARTMENT OF AGRICULTURE (USDA),33039.84
20210610,PREVENTIVE MAINTENANCE FOR GOVERNMENT-OWNED: AGILENT TAPESTATION,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),3687.84
20210611,2100 BIOANALYZER,DEPARTMENT OF DEFENSE (DOD),30144.02
20210611,FLD AND DAD PLUS WORKSTATION,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),37026.3
20210611,PREVENTIVE MAINTENANCE AGREEMENT FOR A RAPID FIRE 365 WITH 4 (1-YEAR OPTION PERIODS),DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),24163.2
20210611,REPAIR RESEARCH HPLC EQUIPMENT,DEPARTMENT OF VETERANS AFFAIRS (VA),24911.71
20210615,ARTISAN LINK PRO STAINERS,DEPARTMENT OF DEFENSE (DOD),9515.13
20210615,WINDOWS 10 COMPATIBLE INSTRUMENT PC CONTROLLERS (AGILENT-BRAND) FOR THE EASTERN LABORATORY,DEPARTMENT OF AGRICULTURE (USDA),32019.27
20210615,AGILENT CROSSLAB VELOCITY11/CROSSLAB SILVER PREVENTIVE MAINTENANCE AND SERVICE AGREEMENT FOR AGILENT BRAVO LIQUID HANDLER FOR NCATS, POP: 6/16/2021-6/15/2022,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),20686.74
20210616,BASE AWARD - SERVICE CENTER REPAIR,DEPARTMENT OF DEFENSE (DOD),3210.48
20210616,AGILENT 8890/5977B INERT PLUS GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC-MS) SYSTEM,ENVIRONMENTAL PROTECTION AGENCY (EPA),78724.73
20210616,LABORATORY SUPPLIES  DUNS #195823570 TAX ID #770518772 GSA CONTRACT # GS-07F-0636W QUOTE NUMBER  (PRICES OBTAINED BY GSA ADVANTAGE!,,DEPARTMENT OF JUSTICE (DOJ),313.4
20210617,MAINTENANCE AGREEMENT,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),18586.8
20210617,UPGRADE FROM AGILENT FOR AN AGILENT GAS CHROMATOGRAPH/MASS SPEC SYSTEM. CURRENT SOFTWARE AND COMPUTER SYSTEM IS RUNNING IN OUTDATED XP OPERATING SYSTEM AND COMPUTER HARDWARE IS FAILING. MASS SPEC NEEDS AN UPDATED PERFORMANCE KIT THAT INCLUDES FASTER,DEPARTMENT OF AGRICULTURE (USDA),16345.13
20210622,THIS DEA 19 IS TO PURCHASE A UV-VIS SYSTEM. QUOTE #3495560 IS ATTACHED. FOR UFMS PURPOSES, POP SHOULD BE AWARD DATE THRU 1 YEAR AFTERWARDS TO PROCESS INVOICES.,DEPARTMENT OF JUSTICE (DOJ),239221.22
20210622,AGILENT TECHNOLOGIES - INSTRUMENT REPAIRS,DEPARTMENT OF JUSTICE (DOJ),14177.0
